id,finished,consent,country,country_analysis,aware_open_research,aware_study_preregistration,aware_registered_reports,aware_open_materials,aware_open_data,aware_open_code,aware_preprints,aware_open_peer_review,aware_open_access_publication,aware_replication_studies,aware_research_co_production,used_open_research,used_study_preregistration,used_registered_reports,used_open_materials,used_open_data,used_open_code,used_preprints,used_open_peer_review,used_open_access_publication,used_replication_studies,used_research_co_production
P1271,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,NA
P1272,TRUE,Yes,Italy,Italy,NA,NA,NA,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I've not used this,NA,NA,NA,NA,NA,NA
P1273,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,NA,NA,NA,I'm aware of this,NA,I'm aware of this,NA,NA,I've not used this,NA,NA,NA,NA,NA,I've used this,NA,I've used this,NA,NA
P1274,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've used this,NA,NA,Not applicable to my research,Not applicable to my research,I've used this,I've used this,I've used this,I've used this,NA,NA
P1275,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,NA,NA,I've not used this,I've not used this,I've used this,NA,I've not used this,I've not used this,I've not used this,I've not used this
P1276,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've not used this,NA,NA,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,NA,NA
P1277,TRUE,Yes,Italy,Italy,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,Not applicable to my research,I've used this,I've used this,I've used this,I've not used this,I've not used this,I've not used this,I've used this
P1278,TRUE,Yes,United Kingdom,United Kingdom,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,I've not used this,Not applicable to my research,I've not used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this
P1279,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,NA,NA,I've used this,NA,NA,I've used this,I've used this,NA,I've not used this,NA,I've used this,NA,NA
P1280,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research
P1281,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,NA,I've not used this,NA,NA,I've not used this,I've used this,I've used this,I've not used this,NA,I've not used this,NA,NA
P1282,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,NA,NA,I've not used this,I've not used this,NA,I've not used this,I've not used this,I've used this,I've not used this,NA
P1283,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,NA,I've used this,NA,NA,I've used this,I've used this,NA,NA,I've not used this,I've used this,NA,NA
P1284,TRUE,Yes,United Kingdom,United Kingdom,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,I've not used this,I've used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this
P1285,TRUE,Yes,Italy,Italy,NA,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,I've used this,I've used this,I've used this,NA,I've used this,NA,NA
P1286,TRUE,Yes,Italy,Italy,NA,NA,NA,NA,NA,NA,NA,NA,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,I've used this,I've used this,NA
P1287,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,NA
P1288,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,I've used this,I've not used this,NA
P1289,TRUE,Yes,United Kingdom,United Kingdom,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,NA,NA,NA,I've used this,I've used this,I've used this,I've not used this,I've used this,I've not used this,I've not used this
P1290,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,I've not used this,NA,NA,I've not used this,I've used this,Not applicable to my research,I've used this,NA,I've used this,NA,I've used this
P1291,TRUE,Yes,United Kingdom,United Kingdom,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,I've not used this,I've used this,I've used this,Not applicable to my research,I've not used this,I've not used this,I've used this,Not applicable to my research,I've used this
P1292,TRUE,Yes,United Kingdom,United Kingdom,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this
P1293,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've used this,NA,NA,I've not used this,I've not used this,Not applicable to my research,I've used this,I've used this,I've used this,NA,NA
P1294,TRUE,Yes,United Kingdom,United Kingdom,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,NA,I've used this,I've used this,Not applicable to my research,NA,I've used this,I've used this,I've not used this,I've used this
P1295,TRUE,Yes,Italy,Italy,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,I've not used this,I've not used this,I've not used this,I've used this,NA,I've used this,NA,NA
P1296,TRUE,Yes,United Kingdom,United Kingdom,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,I've not used this,I've used this,I've not used this,I've used this,I've used this,I've used this,I've used this,I've not used this,I've used this
P1297,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,I've used this,NA,NA,Not applicable to my research,Not applicable to my research,I've used this,I've used this,NA,I've not used this,I've not used this,NA
P1298,TRUE,Yes,Other (please type the name of the country in which your primary university/institution is based),United States,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this
P1299,TRUE,Yes,Italy,Italy,NA,NA,NA,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,I've used this,I've not used this,I've not used this,NA,NA
P1300,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've not used this,I've used this,I've not used this,I've used this
P1301,TRUE,Yes,United Kingdom,United Kingdom,NA,NA,NA,NA,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,I've not used this,NA,I've used this,NA,I've used this,NA,NA
P1302,TRUE,Yes,United Kingdom,United Kingdom,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,I've used this,I've used this,NA,I've used this,I've used this,NA,I've used this,NA,I've used this,NA,I've used this
P1303,TRUE,Yes,United Kingdom,United Kingdom,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've used this,I've not used this,NA,I've not used this,NA,I've not used this,I've used this,I've used this,I've not used this,NA
P1304,TRUE,Yes,United Kingdom,United Kingdom,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've used this,I've not used this,I've used this,I've used this,I've used this,I've used this,I've not used this,I've used this,I've used this,NA
P1305,TRUE,Yes,United Kingdom,United Kingdom,I'm aware of this,NA,NA,NA,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,NA,NA,Not applicable to my research,NA,NA,NA,Not applicable to my research,NA,Not applicable to my research,NA,Not applicable to my research,NA,NA
P1306,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've not used this,I've not used this,I've not used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,NA
P1307,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,NA
P1308,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,I've not used this
